variable,value
Cells_Count,-2.3441414141414043
Cells_AreaShape_Area,-210.93802749064693
Cells_AreaShape_BoundingBoxArea,-1096.7966940184137
Cells_AreaShape_BoundingBoxMaximum_X,-2.163562333985782
Cells_AreaShape_BoundingBoxMaximum_Y,-1.3448031599126915
Cells_AreaShape_BoundingBoxMinimum_X,5.654419253341626
Cells_AreaShape_BoundingBoxMinimum_Y,4.572826468652526
Cells_AreaShape_Center_X,2.171990567927115
Cells_AreaShape_Center_Y,1.4380324168115575
Cells_AreaShape_Compactness,-0.16106048232881282
Cells_AreaShape_Eccentricity,-0.03260849419590087
Cells_AreaShape_EquivalentDiameter,-1.4669914425769854
Cells_AreaShape_EulerNumber,0.000769243443498673
Cells_AreaShape_Extent,0.027477925502044476
Cells_AreaShape_FormFactor,0.027303970279070028
Cells_AreaShape_MajorAxisLength,-9.190166078529066
Cells_AreaShape_MaxFeretDiameter,-8.784530557991637
Cells_AreaShape_MaximumRadius,1.1141936682389066
Cells_AreaShape_MeanRadius,0.404468793765581
Cells_AreaShape_MedianRadius,0.30973750872092504
Cells_AreaShape_MinFeretDiameter,-1.0870403606964025
Cells_AreaShape_MinorAxisLength,0.11411685741343186
Cells_AreaShape_Orientation,-0.010721260656422576
Cells_AreaShape_Perimeter,-25.795482051563006
Cells_AreaShape_Solidity,0.023663969096955034
Cells_AreaShape_Zernike_0_0,0.038282042374094154
Cells_AreaShape_Zernike_1_1,0.0024400997788221563
Cells_AreaShape_Zernike_2_0,0.011080932376631731
Cells_AreaShape_Zernike_2_2,0.0004923100321046415
Cells_AreaShape_Zernike_3_1,-0.002311615996572121
Cells_AreaShape_Zernike_3_3,0.0002537529578712513
Cells_AreaShape_Zernike_4_0,-0.0005397615187155605
Cells_AreaShape_Zernike_4_2,-0.0021782995655889328
Cells_AreaShape_Zernike_4_4,-0.0005101289031996029
Cells_AreaShape_Zernike_5_1,-0.0007587441749375203
Cells_AreaShape_Zernike_5_3,-0.00089436844130778
Cells_AreaShape_Zernike_5_5,0.00010853350162064055
Cells_AreaShape_Zernike_6_0,-0.00011874938475083744
Cells_AreaShape_Zernike_6_2,0.00008143226739556897
Cells_AreaShape_Zernike_6_4,-0.0010374057782509818
Cells_AreaShape_Zernike_6_6,-0.00021677618508164333
Cells_AreaShape_Zernike_7_1,-2.43639351642499e-6
Cells_AreaShape_Zernike_7_3,-0.00023686089860677935
Cells_AreaShape_Zernike_7_5,-0.0004575393300173841
Cells_AreaShape_Zernike_7_7,0.00006819751242127529
Cells_AreaShape_Zernike_8_0,0.00004586882265528156
Cells_AreaShape_Zernike_8_2,-0.00004535315999088664
Cells_AreaShape_Zernike_8_4,-0.00010646330397565297
Cells_AreaShape_Zernike_8_6,-0.0006392983806120499
Cells_AreaShape_Zernike_8_8,-0.00018498528802522206
Cells_AreaShape_Zernike_9_1,0.000015534182828478645
Cells_AreaShape_Zernike_9_3,-0.00004290185843275918
Cells_AreaShape_Zernike_9_5,-0.00012491445029434644
Cells_AreaShape_Zernike_9_7,-0.00018280935426490753
Cells_AreaShape_Zernike_9_9,0.00009160369925461604
Cells_Children_Cytoplasm_Count,-1.7881393432617188e-6
Cells_Correlation_Correlation_AGP_DNA,0.11317456809180149
Cells_Correlation_Correlation_AGP_ER,0.06654455750704844
Cells_Correlation_Correlation_AGP_Mito,0.07943229991760478
Cells_Correlation_Correlation_AGP_RNA,0.06563571732907753
Cells_Correlation_Correlation_DNA_ER,0.012401315604003468
Cells_Correlation_Correlation_DNA_Mito,0.06071125623108721
Cells_Correlation_Correlation_DNA_RNA,0.020145927824755314
Cells_Correlation_Correlation_ER_Mito,0.044346179675703465
Cells_Correlation_Correlation_ER_RNA,0.0120493578167848
Cells_Correlation_Correlation_Mito_RNA,0.05119766081028697
Cells_Correlation_K_AGP_DNA,-0.2851833525819279
Cells_Correlation_K_AGP_ER,-0.04121708124388501
Cells_Correlation_K_AGP_Mito,0.07966429481209852
Cells_Correlation_K_AGP_RNA,0.10077901596836471
Cells_Correlation_K_DNA_AGP,0.08620491439748318
Cells_Correlation_K_DNA_ER,-0.03547980689927098
Cells_Correlation_K_DNA_Mito,-0.055762577354767216
Cells_Correlation_K_DNA_RNA,0.09289117681317975
Cells_Correlation_K_ER_AGP,0.016265400194170485
Cells_Correlation_K_ER_DNA,0.06079464239230483
Cells_Correlation_K_ER_Mito,0.01941279137042385
Cells_Correlation_K_ER_RNA,0.04845418914413316
Cells_Correlation_K_Mito_AGP,-0.11455503702679048
Cells_Correlation_K_Mito_DNA,0.1603151981986593
Cells_Correlation_K_Mito_ER,0.008875677927848713
Cells_Correlation_K_Mito_RNA,-0.023027822859265162
Cells_Correlation_K_RNA_AGP,-0.03216064538883674
Cells_Correlation_K_RNA_DNA,-0.0875233599140433
Cells_Correlation_K_RNA_ER,-0.02800213835834567
Cells_Correlation_K_RNA_Mito,0.008185500707063323
Cells_Correlation_Manders_AGP_DNA,-0.011530157554150948
Cells_Correlation_Manders_AGP_ER,-0.06872825929061349
Cells_Correlation_Manders_AGP_Mito,-0.09621974598887396
Cells_Correlation_Manders_AGP_RNA,-0.09251023286081633
Cells_Correlation_Manders_DNA_AGP,0.0008367885925382346
Cells_Correlation_Manders_DNA_ER,0.00012595801155175165
Cells_Correlation_Manders_DNA_Mito,0.002168230950378489
Cells_Correlation_Manders_DNA_RNA,0.00007801378551210505
Cells_Correlation_Manders_ER_AGP,0.0008549467714931774
Cells_Correlation_Manders_ER_DNA,0.013605966366466674
Cells_Correlation_Manders_ER_Mito,-0.028388575310930142
Cells_Correlation_Manders_ER_RNA,-0.009413907337858574
Cells_Correlation_Manders_Mito_AGP,0.0040526604965515555
Cells_Correlation_Manders_Mito_DNA,0.03353323699442803
Cells_Correlation_Manders_Mito_ER,-0.0012821904741793337
Cells_Correlation_Manders_Mito_RNA,-0.0171660015010449
Cells_Correlation_Manders_RNA_AGP,0.0018978955610010192
Cells_Correlation_Manders_RNA_DNA,0.016351140438716424
Cells_Correlation_Manders_RNA_ER,-0.0048902350788596035
Cells_Correlation_Manders_RNA_Mito,-0.026476328007142936
Cells_Correlation_Overlap_AGP_DNA,0.007396430778727158
Cells_Correlation_Overlap_AGP_ER,0.004362560759081692
Cells_Correlation_Overlap_AGP_Mito,-0.0030365839233167727
